"","PC1","PC2","PC3","PC4","PC5","PC6"
"Atha_Ler-0_sShoots_FLT_Rep1_F-F2_raw.CEL",-21.7618728181403,2.84756444747662,-6.20731666904613,13.4699605887318,-13.0450098458934,3.67006094568675e-14
"Atha_Ler-0_sShoots_FLT_Rep2_F-F3_raw.CEL",-24.9298981579391,2.58589161150801,3.08870711920889,-18.7262060415413,-2.92742894826844,-3.15380859448877e-15
"Atha_Ler-0_sShoots_FLT_Rep3_F-F4_raw.CEL",-13.6716874447144,9.25981822178329,1.251871299274,6.93576806084559,18.3064078803581,1.74806763302785e-14
"Atha_Ler-0_sShoots_GC_Rep1_H-F2_raw.CEL",6.72751309806801,-31.7085468462529,-1.2877546757444,0.697979219162046,2.787000250073,-2.01766636167763e-15
"Atha_Ler-0_sShoots_GC_Rep2_H-F3_raw.CEL",23.9142433645825,6.77947240980753,21.7065690530849,2.22463072340117,-4.62671912039926,3.35755593250039e-14
"Atha_Ler-0_sShoots_GC_Rep3_H-F4_raw.CEL",29.7217019581432,10.2358001556773,-18.5520761267772,-4.60213255059933,-0.494250215869922,-6.82697425474039e-14
