	Atha_Ler.0_sShoots_FLT_Rep1_F.F2_raw.CEL	Atha_Ler.0_sShoots_FLT_Rep2_F.F3_raw.CEL	Atha_Ler.0_sShoots_FLT_Rep3_F.F4_raw.CEL	Atha_Ler.0_sShoots_GC_Rep1_H.F2_raw.CEL	Atha_Ler.0_sShoots_GC_Rep2_H.F3_raw.CEL	Atha_Ler.0_sShoots_GC_Rep3_H.F4_raw.CEL
244971_at	9.72890202554167	9.97903816318029	9.73030915954698	9.74737175652898	9.96175300719435	8.82142671674239
244972_at	9.97392412607994	10.0488988902214	9.88830308991525	9.27287709700559	9.77643847937281	7.98588698953601
244973_at	1.86375762966407	3.09852602983482	2.12359221585186	1.36864025657998	2.1974175338743	1.47367120729077
244974_at	7.26557625155847	7.74982859091114	7.13583446430273	5.89502453049381	7.45956546855909	5.91658607170485
244975_at	6.77980174754133	6.98268045222901	6.85371358132844	6.33570010482996	7.0486905370619	5.18073111383879
244976_at	8.80599683404627	9.2838260786436	9.10360976218554	8.49654413155494	8.53108135173139	7.63213741422085
244977_at	8.03640305503486	8.73300249185011	8.29799377102108	7.73160344409256	8.00518996487751	6.86576308493099
244978_at	8.6502558996494	8.99850340688642	8.81981445744139	8.88086663138536	9.09408793222675	8.40625141653737
244979_at	8.8759960399727	9.42690403474	9.06631457717638	9.63919236324652	9.92865634444769	8.67985576488952
244980_at	9.84518090295123	10.4402581933425	10.1043620912693	10.5100762721627	10.7466003770636	9.46642599755723
244981_at	7.66846937668563	8.86499000021634	7.93382126886635	8.78368961000868	9.3914133273081	7.8401080187312
244982_at	7.91495750290026	8.4036870998552	8.07936307598349	8.57004114689201	8.83418429072068	7.64952605518035
244983_at	9.06628576126724	9.5621287265178	8.93270581042882	9.57809687080243	9.50182010668075	8.83495286051999
244984_at	8.25940396100643	8.76954922011147	8.31229990071637	8.64429321106075	8.87117049264151	7.75438796654479
244985_at	8.19222395250454	8.66099935938846	8.43809642605589	8.65534111457242	8.65313196949634	7.44790636138091
